name,degrees,nationality,age,cleaned_name,Mission.Role,degree level,major,major category
Toyohiro Akiyama,"Bachelor's degree, International Christian University, 1966",Japan,83.0,Toyohiro Akiyama,journalist,bachelor,,
Ulf Merbold,"Diploma in Physics (University of Stuttgart, 1968)",Germany,84.0,Ulf Merbold,psp,bachelor,Physics,natural science
Ulf Merbold,"Doctorate in Natural Sciences (University of Stuttgart, 1976)",Germany,84.0,Ulf Merbold,psp,doctor,,
Ulf Merbold,"Diploma in Physics (University of Stuttgart, 1968)",Germany,84.0,Ulf Merbold,psp,bachelor,Physics,natural science
Ulf Merbold,"Doctorate in Natural Sciences (University of Stuttgart, 1976)",Germany,84.0,Ulf Merbold,psp,doctor,,
Ulf Merbold,"Diploma in Physics (University of Stuttgart, 1968)",Germany,84.0,Ulf Merbold,msp,bachelor,Physics,natural science
Ulf Merbold,"Doctorate in Natural Sciences (University of Stuttgart, 1976)",Germany,84.0,Ulf Merbold,msp,doctor,,
Umberto Guidoni,"Doctorate in Astrophysics (University of Rome La Sapienza, 1978)",Italian,71.0,Umberto Guidoni,msp,doctor,,
Umberto Guidoni,"Doctorate in Astrophysics (University of Rome La Sapienza, 1978)",Italian,71.0,Umberto Guidoni,msp,doctor,,
Valentin Lebedev,,Soviet,83.0,Valentin Lebedev,flight engineer,,,
Valentin Lebedev,,Soviet,83.0,Valentin Lebedev,flight engineer,,,
Valentina Tereshkova,Graduated from the Zhukovsky Air Force Engineering Academy,Russia,88.0,Valentina Tereshkova,pilot,bachelor,,
Valentina Tereshkova,Doctorate in Aeronautical Engineering (1977),Russia,88.0,Valentina Tereshkova,pilot,doctor,,
Valeri Polyakov,Doctoral degree (I. M. Sechenov 1st Moscow Medical Institute),Russia,,Valeri Polyakov,flight engineer,doctor,,
Valeri Polyakov,Doctoral degree (I. M. Sechenov 1st Moscow Medical Institute),Russia,,Valeri Polyakov,msp,doctor,,
Valeri Tokarev,"Master's degree in state administration (National Economy Academy under the Russian Federal Government, 1996-1997)",Russia,72.0,Valeri Tokarev,flight engineer,master,,
Valeri Tokarev,"Master's degree in state administration (National Economy Academy under the Russian Federal Government, 1996-1997)",Russia,72.0,Valeri Tokarev,msp,master,,
Valery Bykovsky,,Soviet Union Russia,,Valery Bykovsky,pilot,,,
Valery Bykovsky,,Soviet Union Russia,,Valery Bykovsky,commander,,,
Valery Bykovsky,,Soviet Union Russia,,Valery Bykovsky,commander,,,
Valery Korzun,,Russia,72.0,Valery Korzun,commander,,,
Valery Korzun,,Russia,72.0,Valery Korzun,commander,,,
Valery Rozhdestvensky,,Soviet,72.0,Valery Rozhdestvensky,flight engineer,,,
Valery Ryumin,"Cold Working of Metal (Kaliningrad Mechanical Engineering Technical College, 1958)","Soviet , Russian",82.0,Valery Ryumin,flight engineer,bachelor,Mechanical Engineering,engineering
Valery Ryumin,"Spacecraft Control Systems (Moscow Forestry Engineering Institute, 1966)","Soviet , Russian",82.0,Valery Ryumin,flight engineer,,,
Valery Ryumin,"Cold Working of Metal (Kaliningrad Mechanical Engineering Technical College, 1958)","Soviet , Russian",82.0,Valery Ryumin,flight engineer,bachelor,Mechanical Engineering,engineering
Valery Ryumin,"Spacecraft Control Systems (Moscow Forestry Engineering Institute, 1966)","Soviet , Russian",82.0,Valery Ryumin,flight engineer,,,
Valery Ryumin,"Cold Working of Metal (Kaliningrad Mechanical Engineering Technical College, 1958)","Soviet , Russian",82.0,Valery Ryumin,flight engineer,bachelor,Mechanical Engineering,engineering
Valery Ryumin,"Spacecraft Control Systems (Moscow Forestry Engineering Institute, 1966)","Soviet , Russian",82.0,Valery Ryumin,flight engineer,,,
Valery Ryumin,"Cold Working of Metal (Kaliningrad Mechanical Engineering Technical College, 1958)","Soviet , Russian",82.0,Valery Ryumin,msp,bachelor,Mechanical Engineering,engineering
Valery Ryumin,"Spacecraft Control Systems (Moscow Forestry Engineering Institute, 1966)","Soviet , Russian",82.0,Valery Ryumin,msp,,,
Vance Brand,"Bachelor of Science in Business (University of Colorado, Boulder, 1953)",American,94.0,Vance Brand,pilot,bachelor,Science in Business,social science
Vance Brand,"Bachelor of Science in Aeronautical Engineering (University of Colorado, Boulder, 1960)",American,94.0,Vance Brand,pilot,bachelor,Science in Aeronautical Engineering,engineering
Vance Brand,"Master of Science in Business Administration (University of California, Los Angeles, 1964)",American,94.0,Vance Brand,pilot,bachelor,Science in Business Administration,social science
Vance Brand,"Bachelor of Science in Business (University of Colorado, Boulder, 1953)",American,94.0,Vance Brand,commander,bachelor,Science in Business,social science
Vance Brand,"Bachelor of Science in Aeronautical Engineering (University of Colorado, Boulder, 1960)",American,94.0,Vance Brand,commander,bachelor,Science in Aeronautical Engineering,engineering
Vance Brand,"Master of Science in Business Administration (University of California, Los Angeles, 1964)",American,94.0,Vance Brand,commander,bachelor,Science in Business Administration,social science
Vance Brand,"Bachelor of Science in Business (University of Colorado, Boulder, 1953)",American,94.0,Vance Brand,commander,bachelor,Science in Business,social science
Vance Brand,"Bachelor of Science in Aeronautical Engineering (University of Colorado, Boulder, 1960)",American,94.0,Vance Brand,commander,bachelor,Science in Aeronautical Engineering,engineering
Vance Brand,"Master of Science in Business Administration (University of California, Los Angeles, 1964)",American,94.0,Vance Brand,commander,bachelor,Science in Business Administration,social science
Vance Brand,"Bachelor of Science in Business (University of Colorado, Boulder, 1953)",American,94.0,Vance Brand,commander,bachelor,Science in Business,social science
Vance Brand,"Bachelor of Science in Aeronautical Engineering (University of Colorado, Boulder, 1960)",American,94.0,Vance Brand,commander,bachelor,Science in Aeronautical Engineering,engineering
Vance Brand,"Master of Science in Business Administration (University of California, Los Angeles, 1964)",American,94.0,Vance Brand,commander,bachelor,Science in Business Administration,social science
Viktor Gorbatko,,Soviet,,Viktor Gorbatko,msp,,,
Viktor Gorbatko,,Soviet,,Viktor Gorbatko,commander,,,
Viktor Gorbatko,,Soviet,,Viktor Gorbatko,commander,,,
Viktor Patsayev,,Soviet Union,38.0,Viktor Patsayev,flight engineer,,,
Viktor Savinykh,Doctor of Technical Sciences,Soviet / Russian,85.0,Viktor Savinykh,flight engineer,doctor,Technical Sciences,natural science
Viktor Savinykh,Doctor of Technical Sciences,Soviet / Russian,85.0,Viktor Savinykh,flight engineer,doctor,Technical Sciences,natural science
Viktor Savinykh,Doctor of Technical Sciences,Soviet / Russian,85.0,Viktor Savinykh,flight engineer,doctor,Technical Sciences,natural science
Vladimir Aksyonov,"Degree in Mechanical Engineering (All-Union Correspondence Polytechnic Institute, 1963)",Russia,89.0,Vladimir Aksyonov,flight engineer,bachelor,Mechanical Engineering,engineering
Vladimir Aksyonov,"Degree in Mechanical Engineering (All-Union Correspondence Polytechnic Institute, 1963)",Russia,89.0,Vladimir Aksyonov,flight engineer,bachelor,Mechanical Engineering,engineering
Vladimir Dezhurov,"Pilot Engineer's Diploma (S.I. Gritsevits Kharkov Higher Military Aviation School, 1983)",Russian,63.0,Vladimir Dezhurov,commander,,,
Vladimir Dezhurov,"Pilot Engineer's Diploma (S.I. Gritsevits Kharkov Higher Military Aviation School, 1983)",Russian,63.0,Vladimir Dezhurov,commander,,,
Vladimir Dzhanibekov,,Soviet,83.0,Vladimir Dzhanibekov,commander,,,
Vladimir Dzhanibekov,,Soviet,83.0,Vladimir Dzhanibekov,commander,,,
Vladimir Dzhanibekov,,Soviet,83.0,Vladimir Dzhanibekov,commander,,,
Vladimir Dzhanibekov,,Soviet,83.0,Vladimir Dzhanibekov,commander,,,
Vladimir Dzhanibekov,,Soviet,83.0,Vladimir Dzhanibekov,commander,,,
Vladimir Komarov,,Soviet Union,40.0,Vladimir Komarov,commander,,,
Vladimir Komarov,,Soviet Union,40.0,Vladimir Komarov,commander,,,
Vladimir Kovalyonok,,Belarus,83.0,Vladimir Kovalyonok,commander,,,
Vladimir Kovalyonok,,Belarus,83.0,Vladimir Kovalyonok,commander,,,
Vladimir Kovalyonok,,Belarus,83.0,Vladimir Kovalyonok,commander,,,
Vladimir Lyakhov,,Ukraine,,Vladimir Lyakhov,commander,,,
Vladimir Lyakhov,,Ukraine,,Vladimir Lyakhov,commander,,,
Vladimir Lyakhov,,Ukraine,,Vladimir Lyakhov,commander,,,
Vladimir Shatalov,"Candidate of Technical Sciences (Gagarin Academy, 1972)",Russia,93.0,Vladimir Shatalov,commander,bachelor,,
Vladimir Shatalov,"Candidate of Technical Sciences (Gagarin Academy, 1972)",Russia,93.0,Vladimir Shatalov,commander,bachelor,,
Vladimir Shatalov,"Candidate of Technical Sciences (Gagarin Academy, 1972)",Russia,93.0,Vladimir Shatalov,commander,bachelor,,
Vladimir Titov,,Russia,78.0,Vladimir Titov,commander,,,
Vladimir Titov,,Russia,78.0,Vladimir Titov,commander,,,
Vladimir Titov,,Russia,78.0,Vladimir Titov,msp,,,
Vladimir Titov,,Russia,78.0,Vladimir Titov,commander,,,
Vladimir Vasyutin,,Soviet,50.0,Vladimir Vasyutin,commander,,,
Vladislav Volkov,Graduated from the Moscow Aviation Institute (1959),Soviet Union,,Vladislav Volkov,flight engineer,,,
Vladislav Volkov,Graduated from the Moscow Aviation Institute (1959),Soviet Union,,Vladislav Volkov,flight engineer,,,
Vyacheslav Zudov,,Soviet Union,,Vyacheslav Zudov,commander,,,
Wendy Lawrence,"Bachelor of Science in Ocean Engineering (United States Naval Academy, 1981)",United States,66.0,Wendy Lawrence,msp,bachelor,Science in Ocean Engineering,engineering
Wendy Lawrence,"Master of Science in Ocean Engineering (Massachusetts Institute of Technology and Woods Hole Oceanographic Institution, 1988)",United States,66.0,Wendy Lawrence,msp,bachelor,Science in Ocean Engineering,engineering
Wendy Lawrence,"Bachelor of Science in Ocean Engineering (United States Naval Academy, 1981)",United States,66.0,Wendy Lawrence,msp,bachelor,Science in Ocean Engineering,engineering
Wendy Lawrence,"Master of Science in Ocean Engineering (Massachusetts Institute of Technology and Woods Hole Oceanographic Institution, 1988)",United States,66.0,Wendy Lawrence,msp,bachelor,Science in Ocean Engineering,engineering
Wendy Lawrence,"Bachelor of Science in Ocean Engineering (United States Naval Academy, 1981)",United States,66.0,Wendy Lawrence,msp,bachelor,Science in Ocean Engineering,engineering
Wendy Lawrence,"Master of Science in Ocean Engineering (Massachusetts Institute of Technology and Woods Hole Oceanographic Institution, 1988)",United States,66.0,Wendy Lawrence,msp,bachelor,Science in Ocean Engineering,engineering
Wendy Lawrence,"Bachelor of Science in Ocean Engineering (United States Naval Academy, 1981)",United States,66.0,Wendy Lawrence,msp,bachelor,Science in Ocean Engineering,engineering
Wendy Lawrence,"Master of Science in Ocean Engineering (Massachusetts Institute of Technology and Woods Hole Oceanographic Institution, 1988)",United States,66.0,Wendy Lawrence,msp,bachelor,Science in Ocean Engineering,engineering
William Lenoir,"Bachelor of Science in Electrical Engineering (Massachusetts Institute of Technology, 1961)",American,,William Lenoir,msp,bachelor,Science in Electrical Engineering,engineering
William Lenoir,"Master of Science (Massachusetts Institute of Technology, 1962)",American,,William Lenoir,msp,bachelor,Science,natural science
William Lenoir,"Doctor of Philosophy in EECS (Massachusetts Institute of Technology, 1965)",American,,William Lenoir,msp,doctor,Philosophy in EECS,social science
William McCool,"Bachelor of Science degree in Applied Science (United States Naval Academy, 1983)",United States,,William McCool,pilot,bachelor,Science,natural science
William McCool,"Master of Science degree in Computer Science (University of Maryland, College Park, 1985)",United States,,William McCool,pilot,bachelor,Science,natural science
William McCool,"Master of Science degree in Aeronautical Engineering (U.S. Naval Postgraduate School, 1992)",United States,,William McCool,pilot,,Science,natural science
William Thornton,"Bachelor of Science in Physics (University of North Carolina, 1952)",American,,William Thornton,msp,bachelor,Science in Physics,natural science
William Thornton,"Doctorate in Medicine (University of North Carolina, 1963)",American,,William Thornton,msp,doctor,Medicine,natural science
William Thornton,"Bachelor of Science in Physics (University of North Carolina, 1952)",American,,William Thornton,msp,bachelor,Science in Physics,natural science
William Thornton,"Doctorate in Medicine (University of North Carolina, 1963)",American,,William Thornton,msp,doctor,Medicine,natural science
William Readdy,"Bachelor of Science in Aerospace Engineering (United States Naval Academy, 1974)",United States,73.0,William Readdy,msp,bachelor,Science in Aerospace Engineering,engineering
William Readdy,"Bachelor of Science in Aerospace Engineering (United States Naval Academy, 1974)",United States,73.0,William Readdy,pilot,bachelor,Science in Aerospace Engineering,engineering
William Readdy,"Bachelor of Science in Aerospace Engineering (United States Naval Academy, 1974)",United States,73.0,William Readdy,commander,bachelor,Science in Aerospace Engineering,engineering
William Gregory,"BS (United States Air Force Academy, 1979)",Albanian American,68.0,William Gregory,pilot,bachelor,,
William Gregory,"MS in Engineering Mechanics (Columbia University, 1980)",Albanian American,68.0,William Gregory,pilot,master,Engineering Mechanics,engineering
William Gregory,"MS in Management (Troy University, 1984)",Albanian American,68.0,William Gregory,pilot,master,Management,social science
William Oefelein,"Bachelor of Science in electrical engineering (Oregon State University, 1988)",American,60.0,William Oefelein,pilot,bachelor,Science in electrical engineering,engineering
William Oefelein,"Master of Science in aviation systems (University of Tennessee Space Institute, 1998)",American,60.0,William Oefelein,pilot,bachelor,Science in aviation systems,natural science
William Pogue,"Bachelor of Science in Education (Oklahoma Baptist University, 1951)",American,,William Pogue,pilot,bachelor,Science in Education,social science
William Pogue,"Master of Science in Mathematics (Oklahoma State University, 1960)",American,,William Pogue,pilot,bachelor,Science in Mathematics,natural science
