name,degrees,education,occupations,time_in_space,interests,nationality,age
Valeri Tokarev,"[""Master's degree in state administration (National Economy Academy under the Russian Federal Government, 1996-1997)""]","[{'institution': 'Stavropol Higher Military Aviation School for Pilots and Navigators', 'year': 1973, 'qualification': None}, {'institution': 'Test Pilot Training Center (TPTC), Akhtubinsk', 'year': 1982, 'qualification': None}, {'institution': 'Yu. A. Gagarin Military Air Academy, Monino', 'year': 1993, 'qualification': None}, {'institution': 'National Economy Academy under the Russian Federal Government', 'year': 1997, 'qualification': ""Master's degree in state administration""}]","['Pilot', 'Air Force Colonel', 'Test Cosmonaut']",199d 15h 06m,"['nature', 'automobiles', 'airplanes', 'sports']",Russia,72.0
Valery Bykovsky,[],[],"['Pilot', 'Cosmonaut', 'Fighter Pilot', 'Instructor Pilot', 'Major General Soviet Air Force']",20d 17h 48m,"['aviation research', 'experimentation', 'sports', 'aesthete', 'photography', 'art of painting']",Soviet Union Russia,
Valery Korzun,[],"[{'institution': 'Kachinsk higher military aviation pilot school', 'year': 1974, 'qualification': None}, {'institution': 'Gagarin Military Aviation Academy', 'year': 1987, 'qualification': None}]","['Pilot', 'Colonel', 'Cosmonaut']",381d 15h 41min,"['tennis', 'badminton', 'theater']",Russia,72.0
Valery Kubasov,"['Master of Science in Engineering (Moscow Aviation Institute, 1958)']","[{'institution': 'Moscow Aviation Institute', 'year': 1958, 'qualification': 'Aerospace Engineer'}]","['Engineer', 'Flight Engineer', 'Deputy Director of RKK Energia']","18 days, 17 hours, 59 minutes",[],Russia,79.0
Valery Rozhdestvensky,[],"[{'institution': 'Higher Military Engineering School of Soviet Navy', 'year': None, 'qualification': 'Engineering'}]","['Engineer', 'Soviet Navy']",2d 00h 06m,[],Soviet,72.0
Valery Ryumin,"['Cold Working of Metal (Kaliningrad Mechanical Engineering Technical College, 1958)', 'Spacecraft Control Systems (Moscow Forestry Engineering Institute, 1966)']","[{'institution': 'Kaliningrad Mechanical Engineering Technical College', 'year': 1958, 'qualification': 'Cold Working of Metal'}, {'institution': 'Moscow Forestry Engineering Institute', 'year': 1966, 'qualification': 'Spacecraft Control Systems'}]","['Flight engineer', 'Tank commander', 'Ground Electrical Test Engineer', 'Deputy Lead Designer for Orbital Stations', 'Department Head', 'Deputy General Designer for Testing', 'Flight director', 'Director of the Russian portion of the Shuttle-Mir and NASA-Mir program']",371d 17h 24m,"['tennis', 'angling', 'hunting', 'walking through forests', 'travel']","Soviet , Russian",82.0
Vance D. Brand,"['Bachelor of Science in Business (University of Colorado, Boulder, 1953)', 'Bachelor of Science in Aeronautical Engineering (University of Colorado, Boulder, 1960)', 'Master of Science in Business Administration (University of California, Los Angeles, 1964)']","[{'institution': 'University of Colorado, Boulder', 'year': 1953, 'qualification': 'Bachelor of Science in Business'}, {'institution': 'University of Colorado, Boulder', 'year': 1960, 'qualification': 'Bachelor of Science in Aeronautical Engineering'}, {'institution': 'University of California, Los Angeles', 'year': 1964, 'qualification': 'Master of Science in Business Administration'}]","['American Naval Officer', 'Aviator', 'Aeronautical Engineer', 'Test Pilot', 'NASA Astronaut']",31d 2h 02m,[],American,94.0
Vasily Lazarev,['Degree in medicine'],[],"['Medical Doctor', 'Colonel, Soviet Air Force']",1d 23h 36m,[],Soviet,
Vasily Tsibliyev,[],[],"['Pilot', 'Lieutenant General, Russian Air Force', 'Cosmonaut', 'Head of the Yuri Gagarin Cosmonaut Training Center']",381d 15h 52m,[],Russian,71.0
Viktor Afanasyev,[],"[{'institution': 'Kachynskoye Military Pilot School', 'year': 1970, 'qualification': None}, {'institution': 'Ordzhonikidze Aviation Institute, Moscow', 'year': 1980, 'qualification': None}]","['Pilot', 'Colonel, Russian Air Force', 'Cosmonaut', 'Test Pilot']",555d 18h 33m,"['football', 'swimming', 'tourism']",Russian,
Viktor Gorbatko,[],[],"['Pilot', 'Major General, Soviet Air Force']",30d 12h 47m,[],Soviet,
Viktor Patsayev,[],[],['Engineer'],23d 18h 21m,[],Soviet Union,38.0
Viktor Savinykh,['Doctor of Technical Sciences'],[],"['Flight engineer', 'Soviet cosmonaut', 'Scientist', 'Organizer of personnel training']",196d 16h 59m,[],Soviet / Russian,85.0
Vitaly Sevastyanov,"['Engineer (Moscow Aviation Institute, 1959)']","[{'institution': 'Moscow Aviation Institute', 'year': 1959, 'qualification': 'Engineer'}]","['Engineer', 'Cosmonaut']",80d 16h 18m,[],Soviet,
Vitaly Zholobov,[],[],"['Engineer', 'Colonel, Soviet Air Force', 'Cosmonaut', 'Director of a geological science research group', 'Chairman of the Kherson Regional Council', 'Deputy General Director of the National Space Agency of Ukraine', ""Chairman of the board of the Kyiv organization 'Slava'"", ""President of the All-Ukrainian association 'Slava'"", 'President of the Aerospace Society of Ukraine']",49d 06h 23m,[],Ukrainian,88.0
Vladimir Aksyonov,"['Degree in Mechanical Engineering (All-Union Correspondence Polytechnic Institute, 1963)']","[{'institution': 'All-Union Correspondence Polytechnic Institute', 'year': 1963, 'qualification': 'Degree in Mechanical Engineering'}, {'institution': 'Mytishchi Engineering College', 'year': 1953, 'qualification': None}, {'institution': '10th Military Aviation School for Primary Pilot Training', 'year': 1955, 'qualification': None}, {'institution': 'Chuguev Military Aviation School of Pilots', 'year': None, 'qualification': None}]","['Pilot', 'Cosmonaut', 'Deputy Chairman of the Board of the Soviet Peace Fund', 'Director of the State Research Center for the Study of Natural Resources', 'General Director of NPO Planeta', 'Deputy Chairman of the Executive Committee of the Cosmos Association', 'Deputy Chairman of the Board of Directors of Mosbiznesbanka', 'Chairman of the Presidium of the Spiritual Movement of Russia', 'President of the Institute for Security and Sustainable Development Science Foundation']",11 days 20 hours 11 minutes,[],Russia,89.0
Vladimir Dezhurov,"[""Pilot Engineer's Diploma (S.I. Gritsevits Kharkov Higher Military Aviation School, 1983)""]","[{'institution': 'S.I. Gritsevits Kharkov Higher Military Aviation School', 'year': 1983, 'qualification': ""Pilot Engineer's Diploma""}, {'institution': 'Yuri A. Gagarin Air Force Academy', 'year': None, 'qualification': None}]","['Mechanical Engineer', 'Lieutenant Colonel, Russian Air Force', 'Cosmonaut']",244d 05h 28m,[],Russian,63.0
Vladimir Dzhanibekov,[],"[{'institution': 'Leningrad University', 'year': None, 'qualification': 'Physics'}, {'institution': 'Rostov University', 'year': None, 'qualification': 'Physics'}, {'institution': 'Yeisk Military Flight Academy', 'year': 1965, 'qualification': 'Mil. pilot with instructor certificate'}]","['Military pilot', 'Major General, Soviet Air Force', 'Cosmonaut']","145 days, 15 hours, and 56 minutes","['flying', 'photography', 'painting']",Soviet,83.0
Vladimir Komarov,[],"[{'institution': '1st Moscow Special Air Force School', 'year': 1945, 'qualification': 'Graduated with honors'}, {'institution': 'Chkalov Higher Air Force School', 'year': 1946, 'qualification': 'Completed first year of training'}, {'institution': 'A.K. Serov Military Aviation College', 'year': 1949, 'qualification': ""Pilot's wings and commission as a lieutenant""}, {'institution': 'Zhukovsky Air Force Engineering Academy', 'year': None, 'qualification': 'Engineering course'}]","['Engineer', 'Test pilot', 'Cosmonaut', 'Colonel, Soviet Air Force']",2d 03h 04m,"['hunting', 'cross country skiing', 'ice hockey']",Soviet Union,40.0
Vladimir Kovalyonok,[],[],"['Pilot-cosmonaut', 'Colonel General, Soviet Air Force']",216d 09h 08m,[],Belarus,83.0
Vladimir Lyakhov,[],[],"['Pilot', 'Colonel, Soviet Air Force', 'Cosmonaut', 'Deputy Director for cosmonaut training', 'Deputy Commander of the cosmonaut corps']",333d 07h 47m,[],Ukraine,
Vladimir Shatalov,"['Candidate of Technical Sciences (Gagarin Academy, 1972)']","[{'institution': 'Gagarin Academy', 'year': 1972, 'qualification': 'Candidate of Technical Sciences'}, {'institution': 'Air Force Academy', 'year': 1956, 'qualification': None}, {'institution': 'Kachinsk Military Aviation School', 'year': 1949, 'qualification': None}]","['Pilot', 'Lieutenant General, Soviet Air Force', 'Cosmonaut']",9d 21h 55m,[],Russia,93.0
Vladimir Titov,[],"[{'institution': 'Secondary School', 'year': 1965, 'qualification': None}, {'institution': 'Higher Air Force College, Chernihiv, Ukraine', 'year': 1970, 'qualification': None}, {'institution': 'Gagarin Air Force Academy', 'year': 1987, 'qualification': None}]","['Pilot', 'Colonel', 'Cosmonaut', 'Director of Space and Communications, Boeing Company', 'General Director, Russian Operations, Excalibur Almaz']",387d 00h 45m,[],Russia,78.0
Vladimir Vasyutin,[],"[{'institution': 'Higher Air Force School', 'year': None, 'qualification': None}, {'institution': 'Test Pilot School', 'year': None, 'qualification': None}, {'institution': 'Gagarin Air Force Academy', 'year': None, 'qualification': 'Deputy Faculty Chief'}]","['Pilot', 'Lieutenant General, Russian Air Force', 'Cosmonaut', 'Deputy Faculty Chief, VVA - Gagarin Air Force Academy']",64d 21h 52m,[],Soviet,50.0
Vladimír Remek,[],"[{'institution': 'Vyšší Letecké Učiliště', 'year': 1970, 'qualification': None}, {'institution': 'Gagarin Air Force Academy', 'year': 1976, 'qualification': None}, {'institution': 'Voroshilov-Staff Academy of Soviet Air Force', 'year': 1988, 'qualification': None}]","['Pilot', 'Cosmonaut', 'Politician', 'Ambassador']",7d 22h 17m,[],Czech,76.0
Vladislav Volkov,['Graduated from the Moscow Aviation Institute (1959)'],"[{'institution': 'Moscow Aviation Institute', 'year': 1959, 'qualification': None}]","['Engineer', 'Cosmonaut']",28d 17h 01m,[],Soviet Union,
Vyacheslav Zudov,[],[],"['Pilot', 'Colonel, Soviet Air Force', 'Cosmonaut']",2d 00h 06m,[],Soviet Union,
Wally Schirra,"['Bachelor of Science (United States Naval Academy, 1945)']","[{'institution': 'New Jersey Institute of Technology', 'year': None, 'qualification': None}, {'institution': 'United States Naval Academy', 'year': 1945, 'qualification': 'Bachelor of Science'}]","['American naval aviator', 'Test pilot', 'NASA astronaut', 'Consultant']",12d 7h 12m,[],United States,
Walter Cunningham,"['AS (Santa Monica College)', 'BA (University of California, Los Angeles, 1960)', 'MA (University of California, Los Angeles, 1961)']","[{'institution': 'Santa Monica College', 'year': None, 'qualification': 'AS'}, {'institution': 'University of California, Los Angeles', 'year': 1960, 'qualification': 'BA'}, {'institution': 'University of California, Los Angeles', 'year': 1961, 'qualification': 'MA'}]","['Astronaut', 'Fighter pilot', 'Physicist', 'Entrepreneur', 'Venture capitalist', 'Author', 'Radio talk-show host', 'Public speaker', 'Consultant', 'Chairman of the Texas Aerospace Commission']",10d 20h 8m,[],United States,90.0
Wendy B. Lawrence,"['Bachelor of Science in Ocean Engineering (United States Naval Academy, 1981)', 'Master of Science in Ocean Engineering (Massachusetts Institute of Technology and Woods Hole Oceanographic Institution, 1988)']","[{'institution': 'United States Naval Academy', 'year': 1981, 'qualification': 'Bachelor of Science in Ocean Engineering'}, {'institution': 'Massachusetts Institute of Technology and Woods Hole Oceanographic Institution', 'year': 1988, 'qualification': 'Master of Science in Ocean Engineering'}]","['Captain, USN (ret.)', 'Engineer', 'Former helicopter pilot', 'NASA astronaut', 'Physics instructor', ""Novice women's crew coach""]",51d 3h 56m,[],United States,66.0
William A. Pailes,"['Bachelor of Science in Computer Science (United States Air Force Academy, 1974)', 'Master of Science in Computer Science (Texas A&M University, 1981)']","[{'institution': 'United States Air Force Academy', 'year': 1974, 'qualification': 'Bachelor of Science in Computer Science'}, {'institution': 'Texas A&M University', 'year': 1981, 'qualification': 'Master of Science in Computer Science'}]","['Computer Scientist', 'Colonel, USAF', 'Payload Specialist']",4d 01h 44 m,[],American,73.0
William Anders,"['Bachelor of Science in Electrical Engineering (United States Naval Academy, 1955)', 'Master of Science in Nuclear Engineering (Air Force Institute of Technology, 1962)']","[{'institution': 'United States Naval Academy', 'year': 1955, 'qualification': 'Bachelor of Science in Electrical Engineering'}, {'institution': 'Air Force Institute of Technology', 'year': 1962, 'qualification': 'Master of Science in Nuclear Engineering'}]","['Major General, United States Air Force (Reserve)', 'Electrical Engineer', 'Nuclear Engineer', 'NASA Astronaut', 'Businessman', 'Executive Secretary, National Aeronautics and Space Council', 'Commissioner, United States Atomic Energy Commission', 'Chairman, Nuclear Regulatory Commission', 'United States Ambassador to Norway', 'Vice President and General Manager, General Electric', 'Chairman and CEO, General Dynamics']",6d 3h,[],American,
William B. Lenoir,"['Bachelor of Science in Electrical Engineering (Massachusetts Institute of Technology, 1961)', 'Master of Science (Massachusetts Institute of Technology, 1962)', 'Doctor of Philosophy in EECS (Massachusetts Institute of Technology, 1965)']","[{'institution': 'Massachusetts Institute of Technology', 'year': 1961, 'qualification': 'Bachelor of Science in Electrical Engineering'}, {'institution': 'Massachusetts Institute of Technology', 'year': 1962, 'qualification': 'Master of Science'}, {'institution': 'Massachusetts Institute of Technology', 'year': 1965, 'qualification': 'Doctor of Philosophy in EECS'}]","['Electrical Engineer', 'NASA Astronaut', 'Instructor at MIT', 'Associate Professor of Electrical Engineering', 'Vice President of Applied Systems Division at Booz Allen Hamilton']",5d 2h 14m,[],American,
