Profile.Astronaut Numbers.Overall,Profile.Astronaut Numbers.Nationwide,Profile.Name,Profile.Gender,Profile.Birth Year,Profile.Nationality,Profile.Military,Profile.Selection.Group,Profile.Selection.Year,Profile.Lifetime Statistics.Mission count,Mission.Role,Mission.Year,Mission.Name,Mission.Vechicles.Ascent,Mission.Vechicles.Orbit,Mission.Vechicles.Decent,Mission.Durations.Mission duration,Profile.Lifetime Statistics.Mission duration,Mission.Durations.EVA duration,Profile.Lifetime Statistics.EVA duration,cleaned_name,international_country,international_gender,international_flights,international_total_flights,international_flight_time,wiki_degrees,wiki_education,wiki_occupations,wiki_time_in_space,wiki_interests,wiki_nationality,wiki_age
427,2,"De Winne, Frank",male,1961,Belgium,True,EAC,1998,2,commander,2002,Soyuz TMA-1/TM-34,Soyuz TMA-1,Soyuz TMA-1,Soyuz TMA-34,261.0,4769.58,0.0,0.0,Frank De Winne,Belgium,Man,"Soyuz TMA-1 (2002), Soyuz TMA-15 (2009)",2,198:17:35,Doctorate From University Of Liège; Doctorate Formuniversity Of Mons; Master Of Sciences In Engineering (Polytechnics); Doctorate From Hasselt University; Doctorate From Ghent University,"During his time in space, De Winne carried out successfully a programme of 23 experiments in the fields of life and physical sciences and education; - De Winne graduated in 1979 from the Royal School of Cadets in Lier; In 1991, De Winne completed the Staff Course at the Defence College in Brussels with the highest distinction; In 1984, he graduated from the
           
            Royal Military Academy
           
           with the degree of Master of Sciences in Engineering (Polytechnics); - In 2003, De Winne received an honorary doctorate from Hasselt University",Flight Engineer; Commander; Test Pilot; General; Major,None,"football, small pc applications and gastronomy; football, small pc applications and gastronomy; football, small pc applications and gastronomy",European,1961
427,2,"De Winne, Frank",male,1961,Belgium,True,EAC,1998,2,commander,2009,20,Soyuz TMA-15,ISS,Soyuz TMA-15,4508.6,4769.58,0.0,0.0,Frank De Winne,Belgium,Man,"Soyuz TMA-1 (2002), Soyuz TMA-15 (2009)",2,198:17:35,Doctorate From University Of Liège; Doctorate Formuniversity Of Mons; Master Of Sciences In Engineering (Polytechnics); Doctorate From Hasselt University; Doctorate From Ghent University,"During his time in space, De Winne carried out successfully a programme of 23 experiments in the fields of life and physical sciences and education; - De Winne graduated in 1979 from the Royal School of Cadets in Lier; In 1991, De Winne completed the Staff Course at the Defence College in Brussels with the highest distinction; In 1984, he graduated from the
           
            Royal Military Academy
           
           with the degree of Master of Sciences in Engineering (Polytechnics); - In 2003, De Winne received an honorary doctorate from Hasselt University",Flight Engineer; Commander; Test Pilot; General; Major,None,"football, small pc applications and gastronomy; football, small pc applications and gastronomy; football, small pc applications and gastronomy",European,1961
428,270,"Herrington, John B.",male,1958,U.S.,True,NASA- 16,1996,1,MSP,2002,STS-113,STS-113,STS-113,STS-113,330.0,330.0,19.92,19.92,John B. Herrington,United States,Man,STS-113 (2002),1,014:18:48,Phd In Education From The University Of Idaho; Bachelor'S Degree; Master Of Science Degree In; Master Scuba Diver; Phd In Education From The,"[4]He earned abachelor's degreeinapplied mathematicsfrom theUniversity of Colorado Colorado Springsbefore receiving his commission in the United States Navy in 1984; [3]
In 2014, he earned his PhD in education from theUniversity of Idaho; Naval Postgraduate School , where he attained a Master of Science degree in aeronautical engineering in June 1995; He earned a bachelor's degree in applied mathematics from the University of Colorado Colorado Springs before receiving his commission in the United States Navy in 1984; After moving to Colorado to pursue a degree, he developed an interest in rock climbing in the Colorado mountains",Naval Aviator; Commander; Test Pilot; Cosmonaut; General,None,in rock climbing in the colorado mountains; in rock climbing in the colorado mountains; in rock climbing in the colorado mountains,American,1958
429,271,"Pettit, Donald R.",male,1955,U.S.,True,NASA-16,1996,3,flight engineer,2002,6,STS-113,ISS,Soyuz TMA-1,3865.0,8872.5,13.28,13.28,Donald R. Pettit,United States,Man,"STS-113 (2002), STS-126 (2008), Soyuz TMA-03M (2011)",3,370:16:42,Phd; Phd ); Bachelor Of Science In Chemical Engineering; Bachelor Of Science; Ph.D,"He then did graduate study in chemical engineering at theUniversity of Arizona, receiving aPh; He then did graduate study in chemical engineering at the University of Arizona , receiving a Ph; - Early life and education
  - Pettit was born and raised in Silverton, Oregon; - NASA states that such collaboration may share the excitement of space with the game community, educate users on NASA's programs, and create interactive educational experiences for the public; He then did graduate study in chemical engineering at the
           
            University of Arizona
           
           , receiving a
           
            Ph",Flight Engineer; Commander; Scientist; Cosmonaut; General,590 days in space,,American,1955
429,271,"Pettit, Donald R.",male,1955,U.S.,True,NASA-16,1996,3,MSP,2008,STS-126,STS-126,STS-126,STS-126,380.5,8872.5,0.0,13.28,Donald R. Pettit,United States,Man,"STS-113 (2002), STS-126 (2008), Soyuz TMA-03M (2011)",3,370:16:42,Phd; Phd ); Bachelor Of Science In Chemical Engineering; Bachelor Of Science; Ph.D,"He then did graduate study in chemical engineering at theUniversity of Arizona, receiving aPh; He then did graduate study in chemical engineering at the University of Arizona , receiving a Ph; - Early life and education
  - Pettit was born and raised in Silverton, Oregon; - NASA states that such collaboration may share the excitement of space with the game community, educate users on NASA's programs, and create interactive educational experiences for the public; He then did graduate study in chemical engineering at the
           
            University of Arizona
           
           , receiving a
           
            Ph",Flight Engineer; Commander; Scientist; Cosmonaut; General,590 days in space,,American,1955
429,271,"Pettit, Donald R.",male,1955,U.S.,True,NASA-16,1996,3,flight engineer,2011,30,Soyuz TMA-03M,ISS,Soyuz TMA-03M,4627.0,8872.5,0.0,13.28,Donald R. Pettit,United States,Man,"STS-113 (2002), STS-126 (2008), Soyuz TMA-03M (2011)",3,370:16:42,Phd; Phd ); Bachelor Of Science In Chemical Engineering; Bachelor Of Science; Ph.D,"He then did graduate study in chemical engineering at theUniversity of Arizona, receiving aPh; He then did graduate study in chemical engineering at the University of Arizona , receiving a Ph; - Early life and education
  - Pettit was born and raised in Silverton, Oregon; - NASA states that such collaboration may share the excitement of space with the game community, educate users on NASA's programs, and create interactive educational experiences for the public; He then did graduate study in chemical engineering at the
           
            University of Arizona
           
           , receiving a
           
            Ph",Flight Engineer; Commander; Scientist; Cosmonaut; General,590 days in space,,American,1955
430,272,"McCool, William C.",male,1961,U.S.,True,NASA- 16,1996,1,pilot,2003,STS-107,STS-107,STS-107,STS-107,382.0,382.0,0.0,0.0,William C. McCool,United States,Man,STS-107 (2003),1,015:22:20,Master Of Science Degree In; Bachelors Enlisted Quarters Named After Mccool; Bachelor Of Science; Master Of Science Degree In Aeronautical Engineering Fro; Bachelor Of Science Degree In Applied Science From The Uni,"Naval Postgraduate School; Naval Academy Golf Course; Naval Academy
           

            Presented ""Outstanding Student"" and ""Best DT-II Thesis"" awards as graduate of
            
             U; - ^""Lubbock's new McCool Academy opens with first day of school""; - Guam South Elementary/Middle School, a DoDEA school in Santa Rita, Guam , was renamed CDR William C",Naval Aviator; Commander; Test Pilot; General; Captain,None,,American,1961
431,273,"Brown, David M.",male,1956,U.S.,True,NASA- 16,1996,1,MSP,2003,STS-107,STS-107,STS-107,STS-107,382.0,382.0,0.0,0.0,David M. Brown,United States,Man,STS-107 (2003),1,015:22:20,Doctorate In Medicine Fromeastern Virginia Medical School; Doctorate In Medicine From; Bachelor Of Science Degree In; Bachelor Of Science Degree In Biology From The College Of; Bachelor Of Science Degree Inbiologyfrom Thecollege Of Wil,"Brown Aerospace Medicine Academic Center, located at the Naval Aerospace Medical Institute, is named after him; - The annual Astronaut Dave Brown Memorial gymnastics meet is held at the College of William & Mary in his honor, where Dave Brown was a gymnast; [8]
 - Brown Hall, in the Columbia Village apartments, at theFlorida Institute of Technologyis named after him; - The Captain David Brown Aerospace and Medical Research Endowment was established in his memory to help deserving students attending Eastern Virginia Medical School; Navy after his internship at the Medical University of South Carolina",Naval Aviator; Test Pilot; Surgeon; General; Captain,None,,American,1956
432,274,"Clark, Laurel B.",female,1961,U.S.,True,NASA- 16,1996,1,MSP,2003,STS-107,STS-107,STS-107,STS-107,382.0,382.0,0.0,0.0,Laurel B. Clark,United States,Woman,STS-107 (2003),1,015:22:20,Bachelor Of Science; Doctorate In Medicine From The University Of Wisconsin–Madi; Bachelor Of Science Degree In Zoology From The University; Doctorate,"- Military career
  - During medical school, Clark did active duty training with the Diving Medicine Department at the United States Navy Experimental Diving Unit in March 1987; After completing medical school, she underwent postgraduate medical education in pediatrics from 1987 to 1988 at the
           
            National Naval Medical Center; - In 2004, the Naval Aerospace Medicine Institute named its Aerospace Medicine Academic Center in Pensacola after Clark and David M; [4]
Clark underwent six months of aeromedical training at the Naval Aerospace Medical Institute atNAS PensacolainPensacola, Florida, and was designated as a Naval Flight Surgeon; After completing medical school, she underwent postgraduate medical education in pediatrics from 1987 to 1988 at theNational Naval Medical Center",Physician; Surgeon; General; Captain; Astronaut,None,,American,1961
433,1,"Ramon, Ilan",male,1954,Israel,True,1996 NASA Group,1996,1,PSP,2003,STS-107,STS-107,STS-107,Exploded,382.33,382.33,0.0,0.0,Ilan Ramon,Israel,Man,STS-107 (2003),1,015:22:20,"Master'S Degree In Holistic Health At Lesley University; Master'S Degree In Holistic Health At; Master'S Degree In Holistic Health Atlesley University,","- After attending the Tel Aviv University , Ramon served as Deputy Squadron Commander A, 119 Squadron , flying the F-4 Phantom (1988–1990); Ramon served in an electronic warfare unit in the Sinai during the Yom Kippur War , and afterwards, returned to the flight academy; He began the fighter pilot's course at the Israeli Air Force Flight Academy in 1972, but was forced to suspend his studies after breaking his hand; [5]
Ramon graduated from high school in 1972; In 1987, he graduated with aB",Fighter Pilot; Commander; Lieutenant; Researcher; Colonel,None,,French,1954
434,1,"Yang, Liwei",male,1965,China,True,China-1,2003,1,commander,2005,Shenzhou 5,Shenzhou 5,Shenzhou 5,Shenzhou 5,21.0,21.0,0.0,0.0,Liwei Yang,,,,,,Phd; Bachelor'S Degree; Phd ); Doctorate,"- Yang entered Tsinghua University in Beijing for doctoral studies in 2004 and received a Doctor of Philosophy in Management in 2009; - In 1983, he enlisted for the People's Liberation Army (PLA) and was admitted to the Air Force Second Flight Academy ( 空军第二飞行学院 ), graduating in 1987 with a bachelor's degree; - The United Nations Educational, Scientific and Cultural Organization awarded the UNESCO Medal on Space Science to Yang in October 2017; Early life and education
Yang Liwei was born inSuizhong County,Huludao,Liaoning; [3][4]
In 1983, he enlisted for thePeople's Liberation Army(PLA) and was admitted to theAir Force Second Flight Academy(空军第二飞行学院), graduating in 1987 with a bachelor's degree",Doctor; Fighter Pilot; Commander; Lieutenant; Colonel,None,,Chinese,1965
435,275,"Fincke, E. Michael",male,1967,U.S.,True,NASA- 16,1996,3,flight engineer,2004,9,Soyuz TMA-4,ISS,Soyuz TMA-4,4501.0,9159.0,15.75,48.61,E. Michael Fincke,United States,Man,"Soyuz TMA-4 (2004), Soyuz TMA-13 (2008), STS-134 (2011)",3,381:15:09,Bachelor Of Science Degree In Aeronautics And Astronautics; Bachelor Of Science; Master Scuba Diver; Master Astronaut Observer Badge; Masterdiving Accident,"- Immediately after graduating from MIT in 1989, Fincke attended a summer exchange program with the Moscow Aviation Institute in the former Soviet Union , now Russia, where he studied Cosmonautics; Education
Fincke graduated fromSewickley AcademyinSewickley, Pennsylvania, in 1985; - Education
  - Fincke graduated from Sewickley Academy in Sewickley, Pennsylvania , in 1985; [3]He also attendedEl Camino CollegeinTorrance, California, where he studiedJapaneseandgeology,[3]andCommunity College of Allegheny CountyinPittsburgh; Navy master diver
 - U",Flight Engineer; Commander; Test Pilot; Colonel; Cosmonaut,382 days in space,"dive planner
                          



                           saturation diving system; diver training
                            





                           hazmat diving; diving
                    









                       recreational dive sites",American,1967
435,275,"Fincke, E. Michael",male,1967,U.S.,True,NASA- 16,1996,3,commander,2009,18,Soyuz TMA-13,ISS,Soyuz TMA-13,4280.0,9159.0,10.45,48.61,E. Michael Fincke,United States,Man,"Soyuz TMA-4 (2004), Soyuz TMA-13 (2008), STS-134 (2011)",3,381:15:09,Bachelor Of Science Degree In Aeronautics And Astronautics; Bachelor Of Science; Master Scuba Diver; Master Astronaut Observer Badge; Masterdiving Accident,"- Immediately after graduating from MIT in 1989, Fincke attended a summer exchange program with the Moscow Aviation Institute in the former Soviet Union , now Russia, where he studied Cosmonautics; Education
Fincke graduated fromSewickley AcademyinSewickley, Pennsylvania, in 1985; - Education
  - Fincke graduated from Sewickley Academy in Sewickley, Pennsylvania , in 1985; [3]He also attendedEl Camino CollegeinTorrance, California, where he studiedJapaneseandgeology,[3]andCommunity College of Allegheny CountyinPittsburgh; Navy master diver
 - U",Flight Engineer; Commander; Test Pilot; Colonel; Cosmonaut,382 days in space,"dive planner
                          



                           saturation diving system; diver training
                            





                           hazmat diving; diving
                    









                       recreational dive sites",American,1967
